ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202224707,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную !,1
202224707,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224707,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224707,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Мощность， готовая к использованию при авариях или пиковых нагрузках,1
22224608,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
22224608,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
22224608,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
22224608,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
22224608,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
22224608,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную !,1
22224608,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Мощность， готовая к использованию при авариях или пиковых нагрузках,1
22224608,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224706,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224706,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224706,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224706,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224706,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Прямоугольный， пиковый， равномерный， двухступенчатый.,1
202224706,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,1
202224706,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов,1
202224706,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Рабочая ， установленная ， резервная,1
202224710,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224710,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224710,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224710,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224710,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224710,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224710,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224710,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Это разность между установленной и рабочей мощностями,1
202224708,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224708,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224708,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224708,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224708,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Установленная мощность,1
202224708,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Отношение минимальной нагрузки к максимальной за сутки,0
202224708,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224708,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224719,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224719,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224719,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224719,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224719,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224719,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224719,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Для определения данного коэффициента нужно знать среднюю нагрузку и максимальную !,1
202224719,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",Это разность между установленной и рабочей мощностями !,1
202224704,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224704,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224704,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224704,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224704,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224704,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224704,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,Это число часов ， которое понадобилось бы для выработки фактически произведенного за год количества электрической энергии ， если бы оборудование работало только на номинальной мощности,1
202224704,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224721,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224721,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224721,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224721,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224721,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224721,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224721,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,/-суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224721,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,суммарная мощность работающих агрегатов при фактической максимальной нагрузке в данной период времени.,1
202224720,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",,0
202224720,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224720,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224720,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224720,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",,0
202224720,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",суммарная мощность электростанции при номинальной нагрузке ее агрегатов.,1
202224720,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,Это разность между установленной и рабочей мощностями,1
202224720,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",Рабочая ， установленная ， резервная,1
202224625,1,Назовите 2 основных тракта тепловой электростанции.,пароводяной и газовоздушный,,0
202224625,6,Какое оборудование обслуживает турбины?,"теплообменники, насосы, подогреватели, деаэраторы, баковое хозяйство, трубопроводы",,0
202224625,2,Какое оборудование относится к пароводяному тракту ТЭС?,"котел, турбина, подогреватели, деаэраторы, испарители, трубопроводы, насосы",,0
202224625,7,Дайте расшифровку понятия РТС.,развернутая тепловая схема,,0
202224625,5,Какое оборудование обслуживает котлы?,"деаэраторы, трубопроводы, паропроводы, продувочные установки",,0
202224625,8,Какие параметры можно найти при расчете тепловой схемы станции?,величины потоков теплоносителя и параметры для выбора оборудования,,0
202224625,3,Перечислите оборудование газовоздушного тракта.,"тягодутьевые машины, золоуловители, газовоздухопроводы, дымососы",Это отношение минимальной ( ночной ) нагрузки к максимальной (дневной ) нагрузки,0
202224625,4,По каким признакам можно классифицировать тепломеханическое оборудование ТЭС?,"по трактам, по цехам, по назначению",Отношение средней нагрузки к максимальной,1
